,Environment,Transition Type,Num GT Clusters,Num Learned Clusters,Num Rollouts,Algorithm,Initialisation,Replicate,Iterations,Responsibility Matrix,Reward Weights,Runtime (s)
53,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,53,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.061629376614967, 9.328207643890726], [9.925388015643575, 0.0], [10.0, 0.0], [9.216578713710794, 8.680927929250933], [9.620954305225633, 5.821390323696003]]]",9.921372999999999
54,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,54,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.314035844214544, 9.593583459908796], [10.0, 0.0], [9.851835408661865, 0.0], [9.878233526964788, 8.44941711689577], [9.73933752421352, 6.278901305145464]]]",10.006989
55,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,55,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.025374108406776, 9.19391760947968], [9.333868638812811, 0.0], [9.943538297513413, 0.0], [8.81650301754033, 8.68371968017326], [9.510992810778086, 4.7623151994908195]]]",9.926507
56,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,56,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.086008968868878, 9.325533219082008], [9.796801952100205, 0.0], [10.0, 0.0], [8.64091286588641, 7.955837639225745], [9.609591716508122, 6.263920359535371]]]",9.834714
57,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,57,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.311628827143544, 9.479314386733032], [9.56301007143055, 0.0], [10.0, 0.0], [9.104289633060676, 8.374196835765364], [9.736469810900397, 5.923694187273898]]]",9.812932
58,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,58,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.729574863408846, 9.72656074803617], [10.0, 0.0], [9.739517366624726, 0.0], [9.724304641776211, 8.939585281607291], [9.99572569862394, 0.0]]]",9.763928
59,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,59,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.101826850170903, 9.27209722911367], [10.0, 0.0], [9.394280194721235, 0.0], [8.669745684266033, 8.010048618928312], [9.568626835740583, 6.619448658761625]]]",9.7101
60,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,60,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.202708570267248, 9.590464767054158], [9.89476389386509, 0.0], [10.0, 0.0], [9.151877917921507, 8.39831694479127], [9.861860606839189, 5.849105108289561]]]",10.028367
61,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,61,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[7.997576464295354, 9.231286825973978], [10.0, 0.0], [9.30788360135524, 0.0], [8.40390258119035, 7.792433511718902], [9.612385150723814, 4.985254885165948]]]",10.018765
62,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,62,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.47596463601318, 9.578996637798307], [9.24766101777958, 0.0], [10.0, 0.0], [9.497276126206867, 9.226423195334023], [9.850453206432306, 5.8445884337239775]]]",10.344411000000001
63,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,63,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.286569646236318, 9.444320020948531], [9.56513688288829, 0.0], [10.0, 0.0], [9.562926273377817, 9.173972098151681], [9.727727236614756, 5.769228578151451]]]",10.772779
64,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,64,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.212471163806924, 9.24632158658193], [9.591030712891449, 0.0], [10.0, 0.0], [9.17375996310245, 8.942917925734259], [9.598575462117642, 5.7176305890419705]]]",9.802145
65,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,65,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.466556056817932, 9.562043767589891], [9.657066871390892, 0.0], [10.0, 0.0], [9.39964218566302, 9.199642067206813], [9.837582696207638, 7.4994087252818]]]",9.610032
66,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,66,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.212676778640228, 9.272876283981486], [10.0, 0.0], [9.833122112290985, 0.0], [9.555597159700143, 9.099769472428449], [9.506337177121528, 7.293498834268912]]]",9.716737
67,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,67,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.505098906275016, 9.420006260355358], [10.0, 0.0], [9.60262087677039, 0.0], [9.041830156784865, 8.720113804751985], [9.738676108231184, 6.867321803488056]]]",9.591099
68,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,68,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.17484370436951, 9.08315440615996], [8.795545920340322, 0.0], [10.0, 0.0], [8.931767272355277, 8.046638242837071], [9.211042484402105, 6.590668084123674]]]",9.782822999999999
69,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,69,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.408711857340634, 9.341481475766408], [10.0, 0.0], [9.533698133958247, 0.0], [9.564738057329858, 9.275946520304045], [9.662476697000944, 5.821502964151631]]]",10.075059
70,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,70,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.261657044669857, 9.334058620561034], [9.84350918687397, 0.0], [10.0, 0.0], [8.536705817124561, 8.365795686701905], [9.697969607511682, 5.181822235210722]]]",9.990753
71,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,71,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[7.705812108974175, 8.75223713354217], [8.122728458842603, 0.0], [10.0, 0.0], [8.606617827661118, 7.391349242257307], [8.920679282337613, 5.857531336607627]]]",9.725052999999999
72,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,72,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[7.796372031944798, 9.009819747176827], [8.763675265622519, 0.0], [10.0, 0.0], [8.673599049394284, 7.940933726590479], [9.243335166923925, 5.831416712239109]]]",9.666337
73,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,73,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[7.864862571478641, 8.885740244996612], [9.181926182804505, 0.0], [10.0, 0.0], [8.314432587401035, 8.194366269560925], [9.222558646019825, 6.753608890302756]]]",9.959328999999999
74,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,74,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[7.871989318844931, 8.991337460057418], [10.0, 0.0], [9.452180978201474, 0.0], [8.788576455514239, 8.283719833519719], [9.320272323969482, 6.8914843901283485]]]",9.750994
75,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,75,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.03890784902254, 9.166318607682523], [9.258613382865635, 0.0], [10.0, 0.0], [8.689988935446976, 8.542614187771898], [9.482616289238686, 5.634055770004845]]]",9.914031
76,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,76,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[7.817513269732719, 9.214689696687111], [10.0, 0.0], [9.856454695571376, 0.0], [8.101861628698034, 7.650138382770304], [9.633764824447285, 5.877800215229204]]]",10.174228999999999
77,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,77,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.392536415123953, 9.432079656904286], [10.0, 0.0], [9.272960412308311, 0.0], [9.13759264637175, 9.13695566535866], [9.801077653792596, 5.970483503311922]]]",10.025917
78,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,78,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[7.618637716380969, 8.603381155355416], [8.636695302650814, 0.0], [9.063699152414502, 0.0], [7.739936500142127, 7.849448236554724], [8.95169826328449, 5.5970564511311505]]]",9.953396000000001
79,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,79,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[7.842272338837101, 9.038160243001753], [8.227845717710286, 0.0], [10.0, 0.0], [8.549812645608709, 8.319166943292863], [9.313836685689864, 5.350550471161147]]]",10.821741000000001
80,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,80,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.404922435273622, 9.349688448732083], [9.366958716476208, 0.0], [10.0, 0.0], [9.030270743614102, 8.698896951127237], [9.629914723960422, 6.299388013011209]]]",9.681724
81,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,81,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.836660953400445, 9.696124271310826], [9.765796607227497, 0.0], [9.809714129921037, 0.0], [10.0, 8.794883864196937], [9.748008359474232, 0.0]]]",9.695265
82,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,82,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.111489010505219, 9.422101688269878], [10.0, 0.0], [9.407710149844037, 0.0], [8.80158372950168, 8.559729116135099], [9.77986721527881, 6.3346432314087435]]]",9.905561
83,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,83,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.106390631136652, 9.420994682567628], [10.0, 0.0], [9.497035133475148, 0.0], [9.154110934389525, 9.671612397702235], [9.863009966853326, 7.401900354126557]]]",9.849149
84,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,84,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[7.89454057129445, 8.97092818310639], [10.0, 0.0], [8.883734453682111, 0.0], [8.620538715532891, 8.353925987640013], [9.340681542395984, 6.664509517685481]]]",9.862816
85,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,85,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[7.335032262647012, 8.790931669343387], [9.27320968783064, 0.0], [7.862671334825635, 0.0], [10.0, 9.698066708007417], [9.095552929588811, 5.534716065294622]]]",9.718163
86,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,86,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.525882754561016, 9.373341444543984], [9.33801010923254, 0.0], [10.0, 0.0], [8.916429887994724, 8.6637613972853], [9.647062045512461, 6.919107945322695]]]",9.706325
87,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,87,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.173929615830485, 9.220478955115025], [9.327336558280384, 0.0], [10.0, 0.0], [9.02679141274543, 8.808815484582498], [9.550010152319462, 4.841628510198047]]]",9.995349000000001
88,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,88,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.338271797313856, 9.310562100415668], [10.0, 0.0], [9.959237705778728, 0.0], [8.321552862181996, 8.071838549486303], [9.676398849677941, 6.820435113772069]]]",9.864144999999999
89,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,89,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.017132418865867, 9.109276208940642], [9.056180130442753, 0.0], [10.0, 0.0], [8.655024446044424, 8.154850380956384], [9.344598639549066, 5.579743916071436]]]",9.827264999999999
90,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,90,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.323267448304236, 9.283339259841574], [10.0, 0.0], [8.713656862138224, 0.0], [9.90600017175728, 9.640200338540561], [9.582150685263427, 6.306655597013659]]]",9.728372
91,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,91,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.385744274376489, 9.12669754925376], [8.89123696759722, 0.0], [10.0, 0.0], [8.28393810715727, 8.153489010986247], [9.474682337155636, 5.584253308056723]]]",9.796575
92,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,92,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.217621237599776, 9.390864319199908], [10.0, 0.0], [9.359968588608913, 0.0], [9.53854475540627, 8.650840424157094], [9.635391735003127, 6.21574550751809]]]",9.836607
93,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,93,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[7.861813057670217, 9.235288923504662], [10.0, 0.0], [9.927790564821347, 0.0], [8.988362915302945, 8.203263984043824], [9.590477414003146, 4.858329738521747]]]",9.992105
94,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,94,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.456322223003092, 9.658835891727577], [10.0, 0.0], [9.95946259067509, 0.0], [9.745276162350418, 9.327696074330337], [9.936287450800371, 7.576751253699737]]]",9.930050999999999
95,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,95,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.33477176516313, 9.442776839364262], [10.0, 0.0], [9.071982662535062, 0.0], [9.81064736964304, 9.162871617565052], [9.716577209956593, 5.850124438768455]]]",9.822439
96,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,96,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.416758551541243, 9.228467739154484], [8.834256079197768, 0.0], [10.0, 0.0], [9.181647925308502, 8.518779280436549], [9.407227394506164, 4.839753530489817]]]",8.79348
97,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,97,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.215550052365293, 9.300251060963994], [10.0, 0.0], [9.560086092933183, 0.0], [9.472572376300587, 9.121052912620693], [9.613791169567822, 6.594401553252722]]]",8.574816
98,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,98,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.231029508008621, 9.372681412476387], [10.0, 0.0], [9.272363550840952, 0.0], [9.955179271538256, 9.326575495528546], [9.609442054747634, 6.540950460231633]]]",8.550345
99,NChain,stochastic,2,1,20,BV-MaxEnt,gmm,99,1,"[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[[[8.593296399095896, 9.695249046516482], [10.0, 0.0], [9.639601063626266, 0.0], [9.60847802073736, 8.607711386262963], [9.942753659562513, 0.0]]]",8.536502
100,NChain,stochastic,2,2,20,BV-MaxEnt,gmm,0,2,"[[1.9522621613169178e-44, 1.0], [9.735134251945085e-48, 1.0], [1.485760216133404e-48, 1.0], [1.4940970016355314e-40, 1.0], [1.3348274793595796e-51, 1.0], [8.753015918411694e-52, 1.0], [2.8830458183212265e-52, 1.0], [1.5784939185222386e-52, 1.0], [7.05703563130178e-49, 1.0], [2.8228904584962176e-56, 1.0], [1.0, 1.502065970624084e-54], [1.0, 1.8285755656471323e-69], [1.0, 1.0972101873265345e-57], [1.0, 8.618972790709081e-51], [1.0, 3.864002946372921e-47], [1.0, 5.1097263266720546e-54], [1.0, 7.722093583293799e-55], [1.0, 4.9094214197673565e-54], [1.0, 3.4076809411262636e-62], [1.0, 2.3529369872610394e-62]]","[[[0.0, 9.85454966617928], [10.0, 0.0], [9.032803710286702, 0.0], [0.0, 9.941255002076176], [0.0, 9.994507294995655]], [[9.74053409984572, 0.0], [9.077989647441333, 0.0], [9.467437608533935, 0.0], [10.0, 0.0], [9.500267190099166, 0.0]]]",17.950318
101,NChain,stochastic,2,2,20,BV-MaxEnt,gmm,1,2,"[[1.0, 3.4205853963007757e-41], [1.0, 3.096821123485496e-38], [1.0, 3.667880167352379e-38], [1.0, 3.3272335613438587e-48], [1.0, 8.0698943621974e-39], [1.0, 1.899409844904509e-48], [1.0, 3.00723709150846e-51], [1.0, 3.7618561671081554e-41], [1.0, 2.5229143387943927e-35], [1.0, 6.485648360895619e-45], [1.6474141421466241e-44, 1.0], [4.522170365569829e-52, 1.0], [4.190856369709292e-55, 1.0], [1.7070923677904685e-67, 1.0], [1.2729795089294507e-55, 1.0], [7.005457360555317e-48, 1.0], [1.0054427905586233e-51, 1.0], [1.9725518038296158e-55, 1.0], [1.1066408478863512e-51, 1.0], [1.5084272306958064e-43, 1.0]]","[[[8.76009389093096, 0.0], [10.0, 0.0], [9.34570005605574, 0.0], [9.076931915920083, 0.0], [9.17969163507688, 0.0]], [[0.0, 9.064146705161573], [8.799772388961877, 0.0], [8.30885550882335, 0.0], [0.0, 10.0], [0.0, 9.343282128733954]]]",30.690741
102,NChain,stochastic,2,2,20,BV-MaxEnt,gmm,2,2,"[[1.0, 3.727702544605001e-54], [1.0, 6.242401788745672e-42], [1.0, 6.37764674761798e-48], [1.0, 2.0643198790790722e-50], [1.0, 2.405519500602908e-48], [1.0, 1.769476583612429e-34], [1.0, 7.372627138950671e-48], [1.0, 2.253880297019354e-44], [1.0, 5.512142120727455e-35], [1.0, 2.913743318116119e-42], [1.3893329168190595e-47, 1.0], [7.221857929929271e-57, 1.0], [1.9544389426066602e-42, 1.0], [3.277101446374786e-48, 1.0], [1.9322733425037496e-45, 1.0], [4.720222093788587e-54, 1.0], [1.1021175897509088e-35, 1.0], [5.3782246850288256e-45, 1.0], [6.010278429063295e-42, 1.0], [7.221857929929271e-57, 1.0]]","[[[8.052565982545424, 0.0], [8.464172996635991, 0.0], [6.704535290617322, 0.0], [10.0, 0.0], [8.381387668616513, 0.0]], [[0.0, 8.236981381152203], [8.760399688460314, 0.0], [6.223300319100528, 0.0], [0.0, 10.0], [0.0, 8.080458972771114]]]",18.696307
103,NChain,stochastic,2,2,20,BV-MaxEnt,gmm,3,2,"[[2.6164412310139652e-46, 1.0], [7.223933971286538e-44, 1.0], [3.570891665087991e-38, 1.0], [6.792465921295221e-46, 1.0], [1.5072941462111482e-35, 1.0], [1.3510388627647462e-49, 1.0], [1.138361252593093e-50, 1.0], [5.093169284538351e-46, 1.0], [1.0768262274363671e-35, 1.0], [3.260200746745092e-46, 1.0], [1.0, 3.356789497786128e-54], [1.0, 5.249889401989667e-54], [1.0, 7.031365156457635e-47], [1.0, 8.338600516713218e-47], [1.0, 8.72279454311447e-62], [1.0, 3.5755743235298337e-50], [1.0, 1.910402121688323e-57], [1.0, 4.2678365800633043e-54], [1.0, 1.3958837711729728e-54], [1.0, 9.12924687860219e-55]]","[[[0.0, 9.382342464389128], [9.011238137571484, 0.0], [9.410083979461428, 0.0], [0.0, 9.920878753289266], [0.0, 10.0]], [[9.886722568878113, 0.0], [8.651370533517523, 0.0], [10.0, 0.0], [9.745288774047829, 0.0], [9.306309199735836, 0.0]]]",18.707245999999998
104,NChain,stochastic,2,2,20,BV-MaxEnt,gmm,4,2,"[[1.0, 1.9230015790478083e-43], [1.0, 1.8676464596892005e-31], [1.0, 1.701610988886451e-36], [1.0, 2.3808032318281152e-43], [1.0, 1.0726821986747188e-31], [1.0, 2.415955086263752e-39], [1.0, 2.206641147212508e-50], [1.0, 2.7445285834632835e-39], [1.0, 2.616796311520778e-46], [1.0, 4.009877988271731e-50], [9.741327038434895e-53, 1.0], [4.261638301208136e-53, 1.0], [1.3257587693850328e-53, 1.0], [5.7855650223349946e-61, 1.0], [1.1895037872477888e-46, 1.0], [8.100817566225353e-50, 1.0], [1.095255498506177e-49, 1.0], [4.578630638092796e-53, 1.0], [5.0100206832121196e-46, 1.0], [1.5897232163127428e-46, 1.0]]","[[[9.405483786364208, 0.0], [8.492662434796065, 0.0], [10.0, 0.0], [9.885749404523406, 0.0], [9.201939964303811, 0.0]], [[0.0, 8.979153343323073], [8.726691990009325, 0.0], [10.0, 0.0], [0.0, 8.225169260467231], [0.0, 9.537238443113852]]]",18.800427
105,NChain,stochastic,2,2,20,BV-MaxEnt,gmm,5,2,"[[8.195310703443742e-48, 1.0], [7.306956205224487e-44, 1.0], [1.6538676643803395e-36, 1.0], [1.6929245055393104e-39, 1.0], [3.8675866428493807e-62, 1.0], [9.176679389094002e-40, 1.0], [1.1908669300633627e-50, 1.0], [4.6630012137004005e-62, 1.0], [4.3328596384247224e-36, 1.0], [5.835350304668993e-47, 1.0], [1.0, 6.720798100390236e-54], [1.0, 6.555079291405501e-54], [1.0, 5.910009490890865e-54], [1.0, 3.8272458588829994e-66], [1.0, 1.2994232083951265e-57], [1.0, 9.293941271468865e-51], [1.0, 1.3319232118371216e-45], [1.0, 3.480161276466944e-58], [1.0, 8.314829713045247e-50], [1.0, 3.721146854043822e-54]]","[[[0.0, 9.719357235283317], [9.47056040861311, 0.0], [10.0, 0.0], [0.0, 9.442806843902282], [0.0, 9.97738974270228]], [[9.411764516223688, 0.0], [10.0, 0.0], [9.801076341246072, 0.0], [9.167673655247105, 0.0], [9.633585659730203, 0.0]]]",24.389665
