,Environment,Transition Type,Num GT Clusters,Num Learned Clusters,Num Rollouts,Algorithm,Initialisation,Replicate,Iterations,Responsibility Matrix,Reward Weights,Runtime (s)
3476,NChain,stochastic,2,2,16,BV-MaxEnt,kmeans,76,1,"[[1.8997215951080134e-62, 1.0], [1.2487304168715732e-39, 1.0], [4.909009959215808e-43, 1.0], [1.068123840078933e-54, 1.0], [3.2361960830853274e-43, 1.0], [2.020875177480785e-50, 1.0], [9.635006891440473e-51, 1.0], [3.144467200029974e-54, 1.0], [1.0, 1.162491095946936e-45], [1.0, 5.693757925928456e-57], [1.0, 2.379695952891569e-53], [1.0, 5.100401909334459e-53], [1.0, 1.860820680549226e-49], [1.0, 1.302289598801154e-57], [1.0, 3.912222509761721e-42], [1.0, 9.431679100581587e-46]]","[[[0.0, 9.6511764998924], [10.0, 0.0], [9.365380713713643, 0.0], [0.0, 9.232049163442989], [0.0, 9.650133209721016]], [[8.217603713517471, 0.0], [10.0, 0.0], [7.869281549196277, 0.0], [9.159652112854042, 0.0], [8.949797800413487, 0.0]]]",5.944087000000001
3477,NChain,stochastic,2,2,16,BV-MaxEnt,kmeans,77,3,"[[1.0, 9.214774416234823e-49], [1.0, 9.639545441511108e-41], [1.0, 4.659745937968403e-44], [1.0, 4.6755104507366185e-63], [1.0, 4.6755104507366185e-63], [1.0, 4.7114188069876305e-55], [1.0, 5.862783393124729e-48], [1.0, 1.5194548969813783e-44], [1.2655662921543068e-63, 1.0], [2.1775755859760343e-59, 1.0], [2.3044452569812936e-48, 1.0], [3.547453382231393e-63, 1.0], [4.9009512896988585e-48, 1.0], [1.7299111319750794e-56, 1.0], [2.9662069987159083e-55, 1.0], [1.1096707966666453e-62, 1.0]]","[[[10.0, 0.0], [9.945570703364107, 0.0], [8.869433349011617, 0.0], [9.471339976579014, 0.0], [9.827515426170384, 0.0]], [[0.0, 9.83114700768579], [9.497131115236257, 0.0], [9.766025995295466, 0.0], [0.0, 9.796526410400727], [0.0, 10.0]]]",7.353067
3478,NChain,stochastic,2,2,16,BV-MaxEnt,kmeans,78,1,"[[8.45929042039075e-52, 1.0], [1.1042180362123217e-51, 1.0], [1.122532789865869e-45, 1.0], [2.792186590900106e-53, 1.0], [2.417369903086443e-38, 1.0], [2.551200397303958e-42, 1.0], [3.03388845548346e-48, 1.0], [3.2591527627570357e-59, 1.0], [1.0, 1.8559161926215185e-55], [1.0, 5.4212046750094326e-48], [1.0, 3.2271220868146304e-48], [1.0, 1.2137759979157138e-63], [1.0, 9.469880276010964e-56], [1.0, 1.602826613726674e-63], [1.0, 4.8920941462611076e-64], [1.0, 5.239211760045598e-48]]","[[[0.0, 9.206142206643614], [8.137397872177955, 0.0], [10.0, 0.0], [0.0, 9.678438971572518], [0.0, 8.800880262491743]], [[10.0, 0.0], [9.827862562993303, 0.0], [9.377274027396588, 0.0], [8.866983715814165, 0.0], [9.89156354398821, 0.0]]]",6.244622
3479,NChain,stochastic,2,2,16,BV-MaxEnt,kmeans,79,1,"[[1.0, 1.2327883635366817e-48], [1.0, 2.7667583308065336e-45], [1.0, 5.73187419964915e-53], [1.0, 2.730154946061142e-45], [1.0, 4.1233349315997104e-45], [1.0, 6.919591671778094e-60], [1.0, 2.256642718337941e-42], [1.0, 4.626258901613424e-56], [1.384026458538977e-63, 1.0], [5.481700863176006e-56, 1.0], [2.2843138658538864e-71, 1.0], [1.4096046946736289e-55, 1.0], [2.1321473658385106e-48, 1.0], [2.603662846916891e-52, 1.0], [3.9526917234046794e-48, 1.0], [1.0705138773868632e-63, 1.0]]","[[[9.87769972324078, 0.0], [9.033978445970932, 0.0], [10.0, 0.0], [9.806608527902034, 0.0], [9.868424460501355, 0.0]], [[0.0, 9.28914354541171], [8.625417781209999, 0.0], [9.04616828928892, 0.0], [0.0, 10.0], [0.0, 8.328679273884118]]]",5.941902
3480,NChain,stochastic,2,2,16,BV-MaxEnt,kmeans,80,1,"[[3.2199222245438366e-62, 1.0], [8.128993135732703e-51, 1.0], [4.998298951517297e-51, 1.0], [3.805727033652382e-55, 1.0], [1.92073439717799e-35, 1.0], [2.0782994651751967e-50, 1.0], [1.4637887405747652e-39, 1.0], [2.3107093625954933e-40, 1.0], [1.0, 1.6488092101950434e-41], [1.0, 1.1233298574997399e-52], [1.0, 4.020398090880512e-59], [1.0, 5.805678395550965e-60], [1.0, 8.416742660052827e-45], [1.0, 2.6353056464977417e-45], [1.0, 1.9432955282724281e-41], [1.0, 3.37649508054949e-59]]","[[[0.0, 9.634224685456143], [10.0, 0.0], [9.472665030514642, 0.0], [0.0, 9.829170798185867], [0.0, 8.594465121736903]], [[9.492270258520517, 0.0], [8.517038114286935, 0.0], [10.0, 0.0], [8.324288036451433, 0.0], [9.250875775028366, 0.0]]]",6.4466
3481,NChain,stochastic,2,2,16,BV-MaxEnt,kmeans,81,3,"[[5.459213942448713e-51, 1.0], [4.794635261131049e-47, 1.0], [5.218456034208427e-37, 1.0], [8.276259582711243e-48, 1.0], [2.9755061091208856e-40, 1.0], [8.038296274557702e-40, 1.0], [5.866069828782225e-37, 1.0], [1.14543949599949e-47, 1.0], [1.0, 1.675204420540792e-44], [1.0, 8.968432416665446e-45], [1.0, 2.5858697077259854e-52], [1.0, 3.2514350538063065e-56], [1.0, 3.516990559653109e-60], [1.0, 5.1791184961357594e-52], [1.0, 6.493896636651686e-60], [1.0, 8.100740986401917e-56]]","[[[0.0, 9.686524752153126], [9.008955561539983, 0.0], [10.0, 0.0], [0.0, 9.800051784654485], [0.0, 9.79394242784092]], [[8.902346810492604, 0.0], [10.0, 0.0], [8.687053980237158, 0.0], [9.930806003626104, 0.0], [9.063039440955036, 0.0]]]",7.20268
3482,NChain,stochastic,2,2,16,BV-MaxEnt,kmeans,82,1,"[[1.0, 4.7834142372196786e-54], [1.0, 6.725636626407605e-55], [1.0, 1.4194157666584382e-50], [1.0, 8.961222038068016e-40], [1.0, 4.385657454990877e-43], [1.0, 2.806301673305322e-54], [1.0, 5.029894081655942e-46], [1.0, 9.739997656244104e-51], [2.489243191092444e-36, 1.0], [1.0066443340306954e-50, 1.0], [1.2764672517915392e-46, 1.0], [3.0529856825379458e-33, 1.0], [2.0392095148680555e-53, 1.0], [1.3535816810211576e-43, 1.0], [1.5693201426797642e-53, 1.0], [1.1806597342428176e-36, 1.0]]","[[[6.614831982390061, 0.0], [10.0, 0.0], [6.800721544247861, 0.0], [7.955159821088395, 0.0], [8.05412955284673, 0.0]], [[0.0, 9.443660443842832], [9.982360633748467, 0.0], [8.13365922393125, 0.0], [0.0, 10.0], [0.0, 9.319447848805828]]]",5.988708
3483,NChain,stochastic,2,2,16,BV-MaxEnt,kmeans,83,3,"[[1.0, 3.8001597782584335e-59], [1.0, 1.1522289664538603e-51], [1.0, 3.6913776135357225e-34], [1.0, 9.679464481802284e-52], [1.0, 1.4800304124811944e-44], [1.0, 3.110233155622265e-59], [1.0, 7.429412936578645e-52], [1.0, 1.4066419668397534e-40], [1.2443354810807558e-54, 1.0], [1.0002491477451951e-58, 1.0], [8.670190757443412e-70, 1.0], [7.307989097449132e-47, 1.0], [1.408964763406731e-62, 1.0], [4.2068780415717194e-47, 1.0], [4.934014115520769e-47, 1.0], [5.75863101820226e-51, 1.0]]","[[[9.519750323218117, 0.0], [9.518246356094219, 0.0], [10.0, 0.0], [8.794592483545273, 0.0], [9.757424013801831, 0.0]], [[0.0, 9.111203973877092], [8.972281320242987, 0.0], [8.629155077609774, 0.0], [0.0, 10.0], [0.0, 9.510748787433931]]]",6.7310740000000004
3484,NChain,stochastic,2,2,16,BV-MaxEnt,kmeans,84,1,"[[1.0, 1.6291186191985418e-37], [1.0, 1.102761720284232e-47], [1.0, 1.0607920245218518e-44], [1.0, 2.3312227766557086e-40], [1.0, 6.897146600133394e-44], [1.0, 4.279423007953331e-40], [1.0, 3.359331890652165e-48], [1.0, 6.566013479506324e-44], [3.9265898686479424e-53, 1.0], [2.6534042272503087e-52, 1.0], [6.335928329912159e-49, 1.0], [1.6028684489146843e-45, 1.0], [6.463898698155964e-48, 1.0], [8.49785985488923e-46, 1.0], [1.498670499004962e-52, 1.0], [2.966339957924298e-49, 1.0]]","[[[9.128973942285795, 0.0], [10.0, 0.0], [8.361576436364272, 0.0], [9.597057089950106, 0.0], [9.251430095137735, 0.0]], [[0.0, 9.241767579057825], [9.504577939158642, 0.0], [10.0, 0.0], [0.0, 8.531861280888467], [0.0, 9.450263855956099]]]",5.576258
3485,NChain,stochastic,2,2,16,BV-MaxEnt,kmeans,85,1,"[[1.0, 3.951612308277951e-51], [1.0, 2.2629294602250125e-49], [1.0, 2.514859119239378e-34], [1.0, 6.789121474072707e-38], [1.0, 3.951612308277951e-51], [1.0, 1.0274764113835535e-44], [1.0, 9.08062355205811e-51], [1.0, 1.2176067169700946e-52], [6.136282194501373e-36, 1.0], [1.1348484746876955e-36, 1.0], [1.603658924380494e-45, 1.0], [2.233616512632016e-34, 1.0], [1.5220560716352332e-36, 1.0], [5.883206684571057e-42, 1.0], [3.834645299672675e-51, 1.0], [9.408964237412833e-42, 1.0]]","[[[5.1862047820268105, 0.0], [8.956119310687912, 0.0], [4.514894211313116, 0.0], [10.0, 0.0], [7.110632089713499, 0.0]], [[0.0, 8.657402134645325], [8.578715168769055, 0.0], [7.220923348714326, 0.0], [0.0, 10.0], [0.0, 8.383586126489043]]]",6.097797
3486,NChain,stochastic,2,2,16,BV-MaxEnt,kmeans,86,2,"[[4.076654126494727e-34, 1.0], [2.165557599447867e-45, 1.0], [1.3667786423260729e-52, 1.0], [5.261584980196753e-53, 1.0], [2.921778403612328e-38, 1.0], [6.023999687045098e-31, 1.0], [2.2745039012476107e-52, 1.0], [3.8236410145248606e-56, 1.0], [1.0, 1.4408463466491437e-54], [1.0, 5.72264515378509e-51], [1.0, 2.7057203207729617e-47], [1.0, 6.2750494998986026e-55], [1.0, 1.3359364776493444e-55], [1.0, 1.19932916991005e-55], [1.0, 2.71313602890189e-62], [1.0, 8.093697066650426e-59]]","[[[0.0, 9.402387700551822], [9.722895280582371, 0.0], [9.34481917591615, 0.0], [0.0, 9.0666120154976], [0.0, 10.0]], [[9.881480863079016, 0.0], [9.508060031450643, 0.0], [10.0, 0.0], [9.236871345033206, 0.0], [9.715092652758686, 0.0]]]",6.572172999999999
3487,NChain,stochastic,2,2,16,BV-MaxEnt,kmeans,87,2,"[[1.0, 1.4123040694930335e-42], [1.0, 2.011822241482457e-36], [1.0, 9.290412243887978e-47], [1.0, 8.354358268767194e-50], [1.0, 1.2098636112959658e-36], [1.0, 1.2332353671471957e-49], [1.0, 1.612164684102809e-42], [1.0, 2.0579768145842014e-50], [1.4432975683009326e-59, 1.0], [7.125356814836709e-64, 1.0], [1.347743514420457e-44, 1.0], [4.2867329082287993e-41, 1.0], [4.59495885526411e-49, 1.0], [2.6656707728335507e-56, 1.0], [9.062730676278034e-56, 1.0], [5.0786488015414395e-48, 1.0]]","[[[10.0, 0.0], [9.455062085295227, 0.0], [9.898151832541052, 0.0], [9.66458209163519, 0.0], [9.735427255988135, 0.0]], [[0.0, 8.887358253218316], [8.062034221566112, 0.0], [10.0, 0.0], [0.0, 9.342260345931845], [0.0, 7.682021021901494]]]",6.619317999999999
3488,NChain,stochastic,2,2,16,BV-MaxEnt,kmeans,88,3,"[[1.7712248181753611e-37, 1.0], [1.0111008970961328e-41, 1.0], [1.4051855102073902e-39, 1.0], [2.997289211334637e-51, 1.0], [1.6529889741727728e-52, 1.0], [3.414260089180165e-44, 1.0], [2.816746646966349e-52, 1.0], [8.37389396374211e-34, 1.0], [1.0, 2.2559096976696823e-46], [1.0, 7.0353060443427785e-59], [1.0, 6.449459791704408e-56], [1.0, 1.3953596727840805e-62], [1.0, 7.914211278825376e-47], [1.0, 3.454290458555231e-43], [1.0, 1.2238203108739122e-58], [1.0, 1.2641376826235332e-50]]","[[[0.0, 9.2927313573712], [9.401787923483857, 0.0], [10.0, 0.0], [0.0, 8.724780021547243], [0.0, 0.0]], [[9.749830538098607, 0.0], [10.0, 0.0], [9.946154988451527, 0.0], [8.449005181299418, 0.0], [9.774580651654198, 0.0]]]",7.272783
3489,NChain,stochastic,2,2,16,BV-MaxEnt,kmeans,89,3,"[[1.0, 3.605110914359105e-55], [1.0, 7.047965619181736e-34], [1.0, 1.3323975780402326e-40], [1.0, 1.1963814699365579e-51], [1.0, 2.5492073211999134e-37], [1.0, 9.210417245493188e-41], [1.0, 1.957751361775694e-51], [1.0, 1.2184694490165946e-37], [4.824717372038193e-66, 1.0], [1.676233802900638e-42, 1.0], [7.434934033815796e-51, 1.0], [1.0104743009658821e-57, 1.0], [8.172448123524461e-59, 1.0], [7.751661961313539e-51, 1.0], [1.8551288779345593e-42, 1.0], [1.9270708022591066e-58, 1.0]]","[[[8.725761121099685, 0.0], [9.032349075473938, 0.0], [10.0, 0.0], [8.879622789035087, 0.0], [8.917675839819227, 0.0]], [[0.0, 9.799750932941897], [9.077505941245152, 0.0], [10.0, 0.0], [0.0, 9.904719103290264], [0.0, 9.64568831293331]]]",8.186032
3490,NChain,stochastic,2,2,16,BV-MaxEnt,kmeans,90,1,"[[1.0, 1.271660780113713e-35], [1.0, 2.730766670898555e-40], [1.0, 9.084377366013207e-44], [1.0, 4.075564501387689e-55], [1.0, 1.1491866957077902e-47], [1.0, 2.583791631105104e-51], [1.0, 2.7039031349157003e-55], [1.0, 4.149233311918249e-48], [3.094060021947482e-48, 1.0], [5.702881972535652e-48, 1.0], [1.651556808157818e-56, 1.0], [2.0160858490593305e-59, 1.0], [6.965975577940788e-60, 1.0], [3.476157525125111e-63, 1.0], [1.4632385471229627e-55, 1.0], [6.993090107928099e-56, 1.0]]","[[[10.0, 0.0], [9.83233301566309, 0.0], [9.19606905620683, 0.0], [9.991485506313582, 0.0], [9.780780085974822, 0.0]], [[0.0, 9.75172834985665], [9.532560475748648, 0.0], [9.768080867927805, 0.0], [0.0, 10.0], [0.0, 9.865939784103178]]]",6.2129900000000005
3491,NChain,stochastic,2,2,16,BV-MaxEnt,kmeans,91,2,"[[9.50153068414001e-54, 1.0], [1.999204032301859e-43, 1.0], [6.832211658542898e-49, 1.0], [1.8665459081356827e-49, 1.0], [7.008695626213218e-54, 1.0], [8.920137132788495e-43, 1.0], [4.2211982542020486e-45, 1.0], [2.296960050707946e-53, 1.0], [1.0, 2.170437047559338e-57], [1.0, 2.6490939723782316e-60], [1.0, 2.1698484654471184e-46], [1.0, 7.865166911727146e-51], [1.0, 5.061513790522436e-47], [1.0, 3.3150168179268547e-53], [1.0, 4.0183094818211435e-47], [1.0, 6.914747194345157e-61]]","[[[0.0, 9.439040830987064], [10.0, 0.0], [9.118552326523254, 0.0], [0.0, 9.24505254780982], [0.0, 9.872250332075073]], [[10.0, 0.0], [8.194925844066494, 0.0], [9.818830653693821, 0.0], [8.853930908320125, 0.0], [9.387143741402301, 0.0]]]",6.316986
3492,NChain,stochastic,2,2,16,BV-MaxEnt,kmeans,92,1,"[[1.0, 3.032278385712015e-41], [1.0, 4.6130084313776163e-38], [1.0, 1.1579241477191412e-41], [1.0, 5.513376751112093e-49], [1.0, 7.904522368825798e-53], [1.0, 4.4218467824431056e-41], [1.0, 1.3532558782121488e-45], [1.0, 3.135784898096959e-41], [6.87509713697524e-51, 1.0], [1.471361302460535e-66, 1.0], [5.1458046258657604e-51, 1.0], [1.4221655575126335e-46, 1.0], [2.2567030598498536e-50, 1.0], [3.8095025538467267e-63, 1.0], [1.1979766647265842e-46, 1.0], [2.7159129003128343e-62, 1.0]]","[[[9.414790331729787, 0.0], [10.0, 0.0], [9.566808953709192, 0.0], [9.98721880606501, 0.0], [9.604962465038374, 0.0]], [[0.0, 9.421442714962865], [10.0, 0.0], [9.220430902563539, 0.0], [0.0, 8.897178107228871], [0.0, 9.392878713178648]]]",5.685329
3493,NChain,stochastic,2,2,16,BV-MaxEnt,kmeans,93,2,"[[1.0, 3.916486695475704e-28], [1.0, 4.9270676054264085e-32], [1.0, 5.604266117831368e-28], [1.0, 4.698902369446909e-32], [1.0, 1.1544576750000943e-30], [1.0, 1.2832999969353637e-28], [1.0, 5.390907976353854e-29], [1.0, 5.6195875623749555e-33], [2.4621482670558746e-55, 1.0], [7.996057087957385e-44, 1.0], [8.352016150342535e-44, 1.0], [7.088512132659339e-48, 1.0], [2.2687069795367638e-54, 1.0], [8.326686926910741e-48, 1.0], [1.396123745859007e-54, 1.0], [1.485066177025878e-51, 1.0]]","[[[9.50083438562754, 0.0], [9.645423879383342, 0.0], [10.0, 0.0], [9.71482202572367, 0.0], [9.694153646303217, 0.0]], [[0.0, 8.816262098208805], [9.962201478571336, 1.2998406950822274], [8.817420430639997, 1.094729341524487], [3.2104330219117694, 8.84636440654033], [4.243789019021419, 3.7411141796202303]]]",5.952502
3494,NChain,stochastic,2,2,16,BV-MaxEnt,kmeans,94,1,"[[1.0, 8.06308401690126e-46], [1.0, 3.1186495569834483e-49], [1.0, 7.069592409110884e-46], [1.0, 9.14115980404535e-53], [1.0, 3.7692840495425634e-42], [1.0, 2.827103949214363e-48], [1.0, 3.3686071484927914e-38], [1.0, 1.8646827336274268e-41], [6.889799427558058e-58, 1.0], [7.703858000883904e-51, 1.0], [4.418703704392687e-47, 1.0], [3.891352604661388e-50, 1.0], [2.999377353484201e-54, 1.0], [2.7150720328622663e-54, 1.0], [7.919120699044823e-62, 1.0], [9.233699026242125e-47, 1.0]]","[[[9.2657808414595, 0.0], [9.722087285415096, 0.0], [9.529715384154214, 0.0], [10.0, 0.0], [9.562239885815545, 0.0]], [[0.0, 9.395900591591385], [9.774748506484746, 0.0], [9.237315141567871, 0.0], [0.0, 9.09242624638333], [0.0, 10.0]]]",5.477822
3495,NChain,stochastic,2,2,16,BV-MaxEnt,kmeans,95,1,"[[6.848907945217489e-46, 1.0], [1.7428608714320102e-38, 1.0], [7.589506023164601e-47, 1.0], [1.957941804296681e-46, 1.0], [3.6653733755295366e-39, 1.0], [1.504372948806681e-46, 1.0], [7.994698193409391e-53, 1.0], [6.6392616775812855e-46, 1.0], [1.0, 1.1837889654470451e-58], [1.0, 6.622770202019892e-59], [1.0, 9.61257917128064e-62], [1.0, 4.579435684575629e-62], [1.0, 3.7030925069287867e-54], [1.0, 5.281435212182151e-47], [1.0, 1.441639386488824e-54], [1.0, 4.434374660064889e-50]]","[[[0.0, 9.412958382390817], [9.725744897662123, 0.0], [8.321830913611581, 0.0], [0.0, 10.0], [0.0, 8.63469342675274]], [[9.623798762110875, 0.0], [9.342854513985069, 0.0], [9.402596220023026, 0.0], [10.0, 0.0], [9.491378170790592, 0.0]]]",5.65224
3496,NChain,stochastic,2,2,16,BV-MaxEnt,kmeans,96,1,"[[4.414559433301072e-37, 1.0], [8.258873346826317e-44, 1.0], [1.7686822402918712e-40, 1.0], [4.647992629697043e-37, 1.0], [7.135556124874464e-44, 1.0], [4.1815551449441766e-46, 1.0], [6.315210793618845e-41, 1.0], [1.3807208938355467e-40, 1.0], [1.0, 1.2610737728780767e-49], [1.0, 3.860568179309364e-68], [1.0, 7.789651912125732e-42], [1.0, 1.1901627314413971e-60], [1.0, 1.5209352073203106e-52], [1.0, 4.459966672906641e-53], [1.0, 9.353829869659836e-62], [1.0, 4.182610578575513e-60]]","[[[0.0, 8.731231015074309], [8.760393775262695, 0.0], [7.1410353943935965, 0.0], [0.0, 10.0], [0.0, 7.861023194582685]], [[9.63529817471522, 0.0], [8.486068331898029, 0.0], [10.0, 0.0], [9.378800127822092, 0.0], [9.098136890882904, 0.0]]]",5.847563
3497,NChain,stochastic,2,2,16,BV-MaxEnt,kmeans,97,2,"[[1.0, 1.5417214886044892e-38], [1.0, 1.014535519038568e-42], [1.0, 1.5972863170930297e-45], [1.0, 1.3671903061616888e-42], [1.0, 2.0429305162333165e-50], [1.0, 7.669968064026445e-43], [1.0, 8.58311173720766e-50], [1.0, 9.115538209713001e-38], [1.9796319234217803e-60, 1.0], [1.0214753041028635e-52, 1.0], [3.660247486429425e-46, 1.0], [4.333295224226132e-49, 1.0], [9.414052537619788e-49, 1.0], [2.92265525598108e-45, 1.0], [7.367592622041282e-53, 1.0], [3.715286953809303e-46, 1.0]]","[[[9.175915348544603, 0.0], [10.0, 0.0], [8.639926968617035, 0.0], [10.0, 0.0], [9.248689156192892, 0.0]], [[0.0, 9.537104596136528], [10.0, 0.0], [9.4644410713038, 0.0], [0.0, 9.737738287083705], [0.0, 9.22839811734151]]]",6.430152
3498,NChain,stochastic,2,2,16,BV-MaxEnt,kmeans,98,2,"[[1.0, 2.91866866149662e-40], [1.0, 3.681341310664937e-39], [1.0, 7.904762887514243e-33], [1.0, 1.2651246152417788e-33], [1.0, 2.0384894594614468e-44], [1.0, 2.0184989886299215e-40], [1.0, 7.174110012307447e-40], [1.0, 1.3153051222064058e-44], [1.8218850937394658e-56, 1.0], [5.339428541981688e-46, 1.0], [3.602236058688567e-54, 1.0], [2.7246537403437686e-63, 1.0], [9.325366872125748e-57, 1.0], [4.321179322004374e-46, 1.0], [9.449728647670966e-47, 1.0], [3.1887192929633788e-49, 1.0]]","[[[9.260117905722193, 0.0], [9.355735823924572, 0.0], [8.954818185571812, 0.0], [10.0, 0.0], [9.178491753669114, 0.0]], [[0.0, 8.386892804319686], [6.858273035813818, 0.0], [10.0, 0.0], [0.0, 8.673392366680215], [0.0, 8.310483960778692]]]",5.822474
3499,NChain,stochastic,2,2,16,BV-MaxEnt,kmeans,99,1,"[[1.938869013889242e-53, 1.0], [6.388358343751959e-46, 1.0], [1.5065325444453166e-53, 1.0], [1.6058810334957388e-45, 1.0], [2.2819638323612327e-41, 1.0], [4.7763826331332215e-50, 1.0], [6.693087615759582e-42, 1.0], [1.2501466459103607e-41, 1.0], [1.0, 1.0509621463683229e-45], [1.0, 1.9988645670112064e-60], [1.0, 3.87348409400494e-64], [1.0, 2.5394970550283988e-45], [1.0, 3.3254954399087774e-38], [1.0, 1.6237414216790527e-63], [1.0, 2.6033589155251537e-49], [1.0, 5.415280874941188e-50]]","[[[0.0, 9.540509678909107], [9.664097635732261, 0.0], [10.0, 0.0], [0.0, 9.017021313893698], [0.0, 8.695338775159826]], [[9.22727524692242, 0.0], [9.869234875260934, 0.0], [8.372375856072836, 0.0], [10.0, 0.0], [9.321702595174136, 0.0]]]",5.667636
3500,NChain,stochastic,2,3,16,BV-MaxEnt,kmeans,0,15,"[[3.89889977724748e-43, 1.0, 2.4319772598140868e-57], [2.9917600001843075e-46, 1.0, 1.0857966326924397e-51], [4.119856850610123e-47, 1.0, 1.7426134530611412e-53], [2.4458736165623133e-39, 1.0, 3.5717077692343374e-60], [1.6768694686096373e-50, 1.0, 6.625179574283658e-55], [1.0800329668921923e-50, 1.0, 4.239191905424961e-51], [3.595833628326913e-51, 1.0, 6.191932645348123e-53], [2.0044534994137952e-51, 1.0, 6.133919006221707e-59], [1.0, 1.5690359075374966e-46, 2.995837778410848e-26], [0.9999999999999999, 9.516279806802104e-54, 1.1380411838721087e-16], [1.0, 4.744029121456622e-54, 3.91639446358372e-19], [0.08550377482557979, 2.512568037672872e-69, 0.9144962251744202], [0.999999999930221, 6.69168862435283e-57, 6.977894719268431e-11], [1.0, 2.979866596171379e-50, 1.810270633849862e-23], [1.0, 3.3998556028626035e-47, 2.0552973903364366e-23], [0.9999999999999974, 1.0665225600786122e-53, 2.434948225597275e-15]]","[[[0.0, 9.680630348348588], [9.746076821085847, 0.0], [10.0, 0.0], [0.0, 9.662513736681435], [0.0, 9.533956657282314]], [[9.601698273284585, 0.0], [9.133724034968228, 0.0], [9.312726355879786, 0.0], [10.0, 0.0], [9.396879879032502, 0.0]], [[0.0, 10.0], [0.0, 0.0], [3.7771832078789864, 3.7504819257813278], [4.429053042744134, 4.429051354246276], [4.501107997818369, 4.5011063093205115]]]",26.525378999999997
3501,NChain,stochastic,2,3,16,BV-MaxEnt,kmeans,1,14,"[[0.9999536600492072, 6.898124073457204e-40, 4.633995079283354e-05], [0.9999873191293519, 6.2841751045356425e-37, 1.2680870648054612e-05], [0.9999670612305568, 6.325289764949166e-37, 3.293876944317249e-05], [0.999985309252072, 2.28276127401026e-46, 1.4690747928121407e-05], [0.9999928241712436, 1.4383534850477548e-37, 7.175828756367847e-06], [0.9999945620104228, 1.5909329457952144e-46, 5.437989577269624e-06], [0.9999949448818124, 4.535277818322552e-49, 5.055118187642763e-06], [0.9999959625307727, 9.071278224982486e-40, 4.037469227219689e-06], [6.096673230904878e-45, 1.0, 1.4937553318697352e-52], [3.324569353287613e-60, 1.0, 4.428531423897177e-68], [4.2381077446796246e-45, 1.0, 1.045336883439318e-52], [2.085831323277141e-52, 1.0, 8.035899178945059e-61], [1.8514705558881133e-55, 1.0, 1.2714385046201353e-63], [9.652557913256657e-68, 1.0, 9.351559540717549e-76], [5.734762846892169e-56, 1.0, 3.823289474163737e-64], [1.7301226150724964e-48, 1.0, 1.7434888225068168e-56]]","[[[8.96363420975875, 0.0], [10.0, 0.0], [8.919023949047093, 0.0], [9.127275297308005, 0.0], [9.207128302102312, 0.0]], [[0.0, 8.637118305403575], [8.334781824383393, 0.0], [7.361678377042314, 0.0], [0.0, 10.0], [0.0, 9.090038729072475]], [[9.974429363600168, 0.0], [9.214081642437343, 0.0], [10.0, 0.0], [9.70146337791472, 0.0], [9.459177435316018, 0.0]]]",26.615057
3502,NChain,stochastic,2,3,16,BV-MaxEnt,kmeans,2,35,"[[0.000951359925560078, 4.149754894078954e-48, 0.9990486400744399], [0.01518250112372296, 7.850988519049802e-38, 0.9848174988762771], [0.003923389861619825, 7.249465052307559e-43, 0.9960766101383802], [0.00539922565232782, 1.9264134704236797e-44, 0.9946007743476721], [0.0035639281863541843, 3.1933171444573374e-43, 0.9964360718136458], [0.8468073656992902, 9.875100069217022e-31, 0.15319263430070992], [0.0039798366093056715, 8.189299927768908e-43, 0.9960201633906943], [0.1722946099723138, 7.114526895891134e-39, 0.8277053900276862], [1.0396608300868413e-41, 1.0, 1.1381403077741151e-36], [4.241611006632628e-49, 1.0, 3.7488015410246574e-42], [2.453254100975076e-52, 1.0, 5.768710271694642e-44], [3.841196011592519e-63, 1.0, 1.282398250876444e-52], [1.3478554342182993e-45, 1.0, 9.113103174894932e-40], [1.459920759080539e-52, 1.0, 5.914368663720082e-45], [2.3375344471838246e-49, 1.0, 2.345575177660775e-42], [2.362537509244424e-59, 1.0, 9.450973497488028e-50]]","[[[8.72750658935476, 0.0], [10.0, 0.0], [8.420905410615424, 0.0], [9.062728608180526, 0.0], [8.89718499658291, 0.0]], [[0.0, 7.173132897364947], [7.931193787162375, 0.0], [4.047619150436314, 0.0], [0.0, 10.0], [0.0, 0.0]], [[6.669070538359856, 0.0], [8.15905854295952, 0.0], [5.665218194171289, 0.0], [10.0, 0.0], [7.836535738378204, 0.0]]]",52.688012
